Government (Afghanistan)	Make statement	Militant (Taliban)
Media (Afghanistan)	Make statement	Government (Afghanistan)
India	Provide humanitarian aid	Military (India)
Healthcare Facility (India)	Provide humanitarian aid	Military (India)
India	Complain officially	Member of the Judiciary (India)
Attorney General (India)	Make statement	Member of the Judiciary (India)
Xi Jinping	Express intent to meet or negotiate	International Government Organizations
Xi Jinping	Express intent to meet or negotiate	Company - Owner or Operator (China)
Xi Jinping	Express intent to meet or negotiate	Citizen (China)
United Nations	Express intent to meet or negotiate	China
Head of Government (Singapore)	Express intent to meet or negotiate	China
Treasury/Finance Ministry (Iraq)	Make statement	Ministry (Iraq)
Human Rights Watch	Appeal for release of persons or property	Other Authorities / Officials (Indonesia)
Indonesia	Arrest, detain, or charge with legal action	Student (Indonesia)
Indonesia	Arrest, detain, or charge with legal action	Christian (Indonesia)
Atta Mohammed Nur	Reject	Ashraf Ghani Ahmadzai
Employee (Iraq)	Demonstrate or rally	Unspecified Actor
Vladimir Putin	Praise or endorse	Shanghai Cooperation Organization
Military Personnel (Denmark)	Make statement	Denmark
Intelligence (Romania)	Sign formal agreement	Ministry (Romania)
Ministry (Romania)	Sign formal agreement	Intelligence (Romania)
Singapore	Express intent to engage in diplomatic cooperation (such as policy support)	Egypt
Charles Banda	Make statement	Zambia
Nuri al-Maliki	Praise or endorse	Government (Iraq)
Estonia	Meet at a 'third' location	Lithuania
Latvia	Meet at a 'third' location	Lithuania
Latvia	Consult	Donald Trump
Lithuania	Meet at a 'third' location	Estonia
Lithuania	Meet at a 'third' location	Latvia
Lithuania	Consult	Donald Trump
Donald Trump	Consult	Latvia
Donald Trump	Consult	Lithuania
Military (United States)	Make statement	Somalia
Oluṣẹgun Ọbasanjọ	Make an appeal or request	All Progressives Congress
Amir Hatami	Make a visit	Russia
Russia	Host a visit	Amir Hatami
Xi Jinping	Make statement	Abdel Fattah Al-Sisi
Middle East News Agency	Make statement	Yemen
Treasury/Finance Ministry (Iraq)	Make an appeal or request	Employee (Iraq)
Treasury/Finance Ministry (Iraq)	Criticize or denounce	Employee (Iraq)
Treasury/Finance Ministry (Iraq)	Make an appeal or request	Citizen (Iraq)
Treasury/Finance Ministry (Iraq)	Criticize or denounce	Citizen (Iraq)
Governor (Iraq)	Make an appeal or request	Employee (Iraq)
Governor (Iraq)	Make an appeal or request	Citizen (Iraq)
Military (Turkey)	Threaten with military force	Syria
Military Personnel - Special (Russia)	Use conventional military force	Attacker (Russia)
Israeli Defense Forces	Use conventional military force	Benin
Emomalii Rahmon	Praise or endorse	Abdel Fattah Al-Sisi
Emomalii Rahmon	Make a visit	Uzbekistan
Uzbekistan	Host a visit	Emomalii Rahmon
Citizen (India)	Appeal to others to meet or negotiate	Narendra Modi
Ministry (Germany)	Make statement	Military (Germany)
Malaysia	Yield	Refugee (Malaysia)
Lawyer/Attorney (Poland)	Accuse	Criminal (Poland)
Oliver Tambo	Make an appeal or request	International
Afghanistan	Make statement	Military (Afghanistan)
Media Personnel (Afghanistan)	Make statement	Government Delegation (Afghanistan)
Fikri Isik	Make statement	Turkey
Military (Indonesia)	Make statement	Armed Rebel (Indonesia)
Ministry (India)	Accuse	Main Opposition (India)
Kurdistan Workers' Party	Make statement	Military (Iraq)
Main Opposition (Sierra Leone)	Make statement	Party Member (Sierra Leone)
Lawyer/Attorney (Germany)	Make statement	Catalonia
China	Consult	Holy See (Vatican City State)
Holy See (Vatican City State)	Consult	China
Foreign Affairs (Serbia)	Make statement	United Kingdom
Member of Parliament (Angola)	Make statement	Jaka Jamba
Main Opposition (Angola)	Make statement	UNITA
Ri Yong-ho	Express intent to meet or negotiate	Wang Yi
Azerbaijan	Host a visit	Ri Yong-ho
Ri Yong-ho	Make a visit	Azerbaijan
Japan	Provide economic aid	Ethiopia
Turkey	Engage in diplomatic cooperation	China
Police (Myanmar)	Make statement	Attack Craft (Myanmar)
Other Authorities / Officials (Turkey)	Consult	Political Parties (Turkey)
Political Parties (Turkey)	Consult	Other Authorities / Officials (Turkey)
Other Authorities / Officials (Thailand)	Arrest, detain, or charge with legal action	Men (Thailand)
Court Judge (Singapore)	Ease administrative sanctions	Businessperson (Singapore)
Immigrants (Africa)	Make statement	Asylum Seeker (Africa)
Royal Administration (Saudi Arabia)	Make statement	Israel
Canada	Make an appeal or request	Toronto Police Service
Police (Canada)	Engage in material cooperation	Indigenous People (Canada)
Indigenous People (Canada)	Engage in material cooperation	Police (Canada)
Israel	Threaten	Citizen (Sudan)
Toronto Police Service	Arrest, detain, or charge with legal action	Student (Canada)
Foreign Affairs (Lithuania)	Express intent to meet or negotiate	United States
Ramūnas Karbauskis	Criticize or denounce	People Associated with the Opposition (Lithuania)
United Nations	Make an appeal or request	Citizen (Yemen)
Taro Kono	Make pessimistic comment	China
Taro Kono	Make pessimistic comment	United States
Miroslav Lajcak	Express intent to meet or negotiate	Azerbaijan
Military (Afghanistan)	Accuse	Russia
Ministry (Armenia)	Make an appeal or request	Citizen (Armenia)
Argentina	Express intent to engage in diplomatic cooperation (such as policy support)	Tunisia
Ministry (Argentina)	Make statement	Tunisia
Xinjiang Uyghur	Arrest, detain, or charge with legal action	Criminal (China)
Villager (Afghanistan)	Make an appeal or request	Government (Afghanistan)
Singapore	Impose administrative sanctions	Citizen (Singapore)
Ukraine	Expel or deport individuals	Citizen (Ukraine)
Police (Ukraine)	Expel or deport individuals	Citizen (Ukraine)
Security Service of Ukraine	Arrest, detain, or charge with legal action	Citizen (Ukraine)
Police (Latvia)	Engage in material cooperation	Bank (Latvia)
Bank (Latvia)	Engage in material cooperation	Police (Latvia)
Military (Afghanistan)	Employ aerial weapons	Education (Afghanistan)
Yury Ushakov	Make statement	Vladimir Putin
Freedom Fighter (South Africa)	Criticize or denounce	Government (South Africa)
Defense / Security Ministry (Lithuania)	Reject	Citizen (Lithuania)
Russia	Praise or endorse	Election Commission (Russia)
Afghan Islamic Press	Make statement	Military (Afghanistan)
Ildefonso Guajardo	Express intent to meet or negotiate	United States
Industrial / Textiles / Mining Ministry (Australia)	Make statement	Business (Australia)
Education (Australia)	Express intent to engage in diplomatic cooperation (such as policy support)	Industry (Australia)
Ramūnas Karbauskis	Make statement	Main Opposition (Lithuania)
Citizen (Africa)	Demand	Government (Tanzania)
Militia (Somalia)	Use unconventional violence	Somalia
Ministry (Tanzania)	Make statement	Tanzania
Malcolm Bligh Turnbull	Make statement	Government (Philippines)
Muslim (Pakistan)	Use conventional military force	Citizen (Pakistan)
Police (Iran)	Make statement	Criminal (Iran)
Itsunori Onodera	Consult	Shinzo Abe
Shinzo Abe	Consult	Itsunori Onodera
Ministry (South Sudan)	Investigate	Peacekeeping Troop (Japan)
Ruling Party (South Korea)	Conduct strike or boycott	Democratic Party (South Korea)
Julius Malema	Express intent to meet or negotiate	South Africa
Viorica Dăncilă	Engage in symbolic act	Police (Romania)
Population (Iran)	Demonstrate or rally	Unspecified Actor
Laos	Meet at a 'third' location	Thailand
Thailand	Meet at a 'third' location	Laos
Uhuru Muigai Kenyatta	Express intent to engage in diplomatic cooperation (such as policy support)	Abiy Ahmed
Government (Tanzania)	Make an appeal or request	Citizen (Tanzania)
Citizen (Tanzania)	Acknowledge or claim responsibility	Member of the Judiciary (Tanzania)
Oversight Court (Tanzania)	Arrest, detain, or charge with legal action	Citizen (Tanzania)
Military Personnel - Special (Indonesia)	Use conventional military force	Separatist (Indonesia)
Director General (Malaysia)	Express intent to yield	Refugee (Malaysia)
Citizen (Australia)	Express intent to engage in diplomatic cooperation (such as policy support)	Malcolm Bligh Turnbull
Kim Beazley	Express intent to engage in diplomatic cooperation (such as policy support)	Malcolm Bligh Turnbull
Petrovietnam	Make statement	Vietnam
Dalia Grybauskaitė	Make a visit	United States
United States	Host a visit	Dalia Grybauskaitė
Yury Ushakov	Make statement	Head of Government (Russia)
United Nations	Sign formal agreement	Benjamin Netanyahu
Benjamin Netanyahu	Sign formal agreement	United Nations
Recep Tayyip Erdoğan	Criticize or denounce	Foreign Affairs (Germany)
Indigenous People (South Africa)	Accuse	Citizen (Zimbabwe)
Military (Afghanistan)	Employ aerial weapons	Afghanistan
Healthcare Facility (Pakistan Army)	Provide humanitarian aid	Citizen (India)
Oluṣẹgun Ọbasanjọ	Accuse	All Progressives Congress
Viorica Dăncilă	Praise or endorse	Government (Mexico)
Ri Yong-ho	Express intent to meet or negotiate	Government Official (Russia)
Business (Taiwan)	Engage in diplomatic cooperation	Government (Taiwan)
Tsai Ing-wen	Appeal for diplomatic cooperation (such as policy support)	Business (Taiwan)
Southeast Asia	Praise or endorse	China
City Mayor (Taiwan)	Express intent to meet or negotiate	Citizen (Taiwan)
Citizen (Taiwan)	Make an appeal or request	Taiwan
Ileana Ros-Lehtinen	Praise or endorse	Taiwan
Lawyer/Attorney (United States)	Make statement	Google
Military (Afghanistan)	Consult	Head of Government (Afghanistan)
Head of Government (Afghanistan)	Consult	Military (Afghanistan)
Valiollah Seif	Make an appeal or request	Citizen (Iran)
European Parliament	Express intent to meet or negotiate	Lithuania
European Parliament	Express intent to meet or negotiate	Treasury/Finance Ministry (Lithuania)
Vladimir Putin	Engage in symbolic act	Recep Tayyip Erdoğan
Recep Tayyip Erdoğan	Engage in symbolic act	Vladimir Putin
Cyprus	Make statement	Spain
Romania	Make statement	Spain
Military (United States)	Increase military alert status	Syria
UN Security Council	Consult	Jean-Pierre Lacroix
Jean-Pierre Lacroix	Consult	UN Security Council
Russia	Express intent to meet or negotiate	Organization for the Prohibition of Chemical Weapons
Justice Department/Ministery (Ireland)	Make statement	Charles Flanagan
Somalia	Host a visit	Mohamed Osman Jawari
Mohamed Osman Jawari	Make a visit	Somalia
Head of Government (Somalia)	Appeal for change in leadership	Mohamed Osman Jawari
Mohamed Osman Jawari	Accuse	Head of Government (Somalia)
Head of Government (Somalia)	Demand change in leadership	Mohamed Osman Jawari
Mohamed Osman Jawari	Express intent to cooperate	Head of Government (Somalia)
United Nations	Make empathetic comment	Citizen (Central African Republic)
Aleksandar Vulin	Make an appeal or request	Sergey Kuzhugetovich Shoygu
Foreign Affairs (Belarus)	Consult	Foreign Affairs (Russia)
Foreign Affairs (Belarus)	Consult	Grigory Borisovich Karasin
Foreign Affairs (Russia)	Consult	Foreign Affairs (Belarus)
Grigory Borisovich Karasin	Consult	Foreign Affairs (Belarus)
United Nations	Express intent to meet or negotiate	Ukraine
Revolutionary Armed Forces of Colombia	Make statement	Other Authorities / Officials (Ecuador)
Israel	Express intent to cooperate	High Commission for Refugees
Benjamin Netanyahu	Make statement	Immigrants (Africa)
Roosevelt Skerrit	Make statement	Caribbean
Roosevelt Skerrit	Make statement	Dominica
Lawyer/Attorney (Turkey)	Make statement	Student (Turkey)
Recep Tayyip Erdoğan	Make statement	Student (Turkey)
Brazilian Democratic Movement Party	Express intent to engage in diplomatic cooperation (such as policy support)	Geraldo Alckmin
Henrique Meirelles	Reduce relations	Social Democratic Party (Brazil)
Henrique Meirelles	Make statement	Brazilian Democratic Movement Party
Moldova	Express intent to engage in diplomatic cooperation (such as policy support)	Ukraine
Election Commission (Russia)	Criticize or denounce	Federica Mogherini
The Democratic Party of Japan	Reject	Democratic Party
Member of Legislative (Govt) (Somalia)	Make statement	Member of Parliament (Somalia)
Mohamed Abdullahi Mohamed	Yield	Citizen (Somalia)
Citizen (Georgia)	Express intent to meet or negotiate	Ministry (Azerbaijan)
Azerbaijan	Engage in negotiation	Bulgaria
Bulgaria	Engage in negotiation	Azerbaijan
Russia	Express intent to settle dispute	Turkey
Turkey	Express intent to settle dispute	Russia
Head of Government (Russia)	Consult	Head of Government (Turkey)
Head of Government (Turkey)	Consult	Head of Government (Russia)
Algeria	Sign formal agreement	Spain
Spain	Sign formal agreement	Algeria
Combatant (Central African Republic)	Use unconventional violence	Central African Republic
Peacekeeping Troop (United Nations)	Provide humanitarian aid	Citizen (Central African Republic)
Resistance Movement (Central African Republic)	Abduct, hijack, or take hostage	Citizen (Central African Republic)
Stéphane Dujarric	Make statement	Peacekeeping Troop (Central African Republic)
Honduras	Reject	Donald Trump
Donald Trump	Make statement	Honduras
Donald Trump	Threaten to reduce or stop aid	Honduras
Sergey Kuzhugetovich Shoygu	Consult	Peter Maurer
Peter Maurer	Consult	Sergey Kuzhugetovich Shoygu
International Committee of the Red Cross	Make pessimistic comment	Syria
International Committee of the Red Cross	Praise or endorse	Sergey Kuzhugetovich Shoygu
Peter Maurer	Make statement	Sergey Kuzhugetovich Shoygu
France	Express intent to provide material aid	Organization for the Prohibition of Chemical Weapons
France	Investigate	United Kingdom
Foreign Affairs (Ukraine)	Express intent to cooperate	Foreign Affairs (Poland)
Foreign Affairs (Ukraine)	Make statement	Other Authorities / Officials (Ukraine)
Raúl Castro	Express intent to meet or negotiate	Peru
Somali National Army	Make statement	Somalia
Somalia	Reduce relations	Al-Shabaab
African Union Mission to Somalia	Use conventional military force	Militant (Al-Shabaab)
Militant (Al-Shabaab)	Use unconventional violence	African Union Mission to Somalia
Medical Personnel (Palestinian Territory, Occupied)	Consult	Al Jazeera
Al Jazeera	Consult	Medical Personnel (Palestinian Territory, Occupied)
Ministry (India)	Engage in symbolic act	Arab League
Other Authorities / Officials (Syria)	Arrest, detain, or charge with legal action	Citizen (Syria)
Combatant (Central African Republic)	Use unconventional violence	United Nations
Libya	Ease administrative sanctions	Citizen (Libya)
Governor (Afghanistan)	Make an appeal or request	Government Official (Afghanistan)
Governor (Afghanistan)	Make statement	Activist (Afghanistan)
Member of Parliament (United Kingdom)	Rally opposition against	Citizen (United Kingdom)
Militant (Congo)	Use unconventional violence	Armed Forces of the Republic of the Congo
Armed Forces of the Republic of the Congo	Use conventional military force	Militant (Congo)
Armed Rebel (Yemen)	Use unconventional violence	Oil Tanker (Saudi Arabia)
Governor (Cambodia)	Use conventional military force	Assemblies (Cambodia)
Lawyer/Attorney (Cambodia)	Arrest, detain, or charge with legal action	Governor (Cambodia)
Media Personnel (Cambodia)	Make statement	Governor (Cambodia)
Arab League	Praise or endorse	Palestinian Territory, Occupied
Citizen (Mozambique)	Demand	Other Authorities / Officials (Mozambique)
Business (France)	Cooperate economically	France
Citizen (Democratic Republic of Congo)	Threaten	Armed Band (Democratic Republic of Congo)
Media (Turkey)	Make statement	United States
Main Opposition (South Africa)	Make statement	African National Congress
Emmerson Mnangagwa	Praise or endorse	Xi Jinping
Xi Jinping	Host a visit	Emmerson Mnangagwa
Xi Jinping	Praise or endorse	Emmerson Mnangagwa
Emmerson Mnangagwa	Make a visit	Xi Jinping
Russia	Express intent to meet or negotiate	Tajikistan
Tajikistan	Express intent to meet or negotiate	Russia
European Commission	Engage in negotiation	Alexander Novak
Alexander Novak	Engage in negotiation	European Commission
Vladimir Putin	Praise or endorse	Other Authorities / Officials (Turkey)
António Manuel de Oliveira Guterres	Make an appeal or request	Citizen (Yemen)
Free Democratic Party	Make statement	Christian Democratic Union
Terrorist (Islamic State of Iraq and the Levant)	Occupy territory	Syria
Haider Al-Abadi	Make statement	Military (Iraq)
France	Occupy territory	Syria
Houthis	Use conventional military force	Saudi Arabia
Military Personnel (Indonesia)	Make statement	Villager (Indonesia)
National Liberation Army	Make statement	Villager (Papua New Guinea)
Wei Fenghe	Praise or endorse	Russia
South Africa	Engage in symbolic act	Citizen (South Africa)
Citizen (Brazil)	Make optimistic comment	Member of the Judiciary (Brazil)
Other Authorities / Officials (China)	Consult	Ri Yong-ho
Ri Yong-ho	Consult	Other Authorities / Officials (China)
Wang Yi	Make statement	Kim Jong-Un
Ri Yong-ho	Make statement	China
Retno Marsudi	Criticize or denounce	Military Personnel - Special (Israel)
Leonid Kuchma	Make pessimistic comment	Head of Government (Ukraine)
Vladimir Putin	Make a visit	Recep Tayyip Erdoğan
Recep Tayyip Erdoğan	Host a visit	Vladimir Putin
Citizen (Spain)	Demonstrate or rally	Foreign Affairs (Germany)
Hassan Rouhani	Criticize or denounce	Israel
Édouard Philippe	Defend verbally	Government (France)
Russia	Host a visit	Aleksandar Vulin
Aleksandar Vulin	Make a visit	Russia
Association of American Publishers	Rally opposition against	Bharatiya Janata
Lawyer/Attorney (Slovakia)	Arrest, detain, or charge with legal action	Citizen (Slovakia)
Julie Bishop	Make statement	Nauru
Jose Maria Sison	Accuse	Military (Philippines)
United Nations	Receive deployment of peacekeepers	Military (Mauritania)
Central African Republic	Receive deployment of peacekeepers	Military (Mauritania)
Military (Mauritania)	Provide military protection or peacekeeping	United Nations
Military (Mauritania)	Provide military protection or peacekeeping	Central African Republic
Villager (Afghanistan)	Make statement	Air Force (Afghanistan)
Representatives (Ecuador)	Express intent to meet or negotiate	National Liberation Army
Revolutionary Armed Forces of Colombia	Make a visit	Ecuador
Ecuador	Host a visit	Revolutionary Armed Forces of Colombia
High Commission for Refugees	Make an appeal or request	Benjamin Netanyahu
Citizen (India)	Appeal to others to meet or negotiate	Rajya Sabha
El Comercio	Make an appeal or request	Ecuador
Lai Ching-te	Make statement	Government (China)
Military (United Kingdom)	Use conventional military force	Citizen (United Kingdom)
Valery Gerasimov	Consult	High Ranking Military Personnel (Turkey)
High Ranking Military Personnel (Turkey)	Consult	Valery Gerasimov
Government (Canada)	Engage in diplomatic cooperation	Farm Worker (Canada)
Lawyer/Attorney (Croatia)	Complain officially	Citizen (Croatia)
Russia	Express intent to meet or negotiate	Recep Tayyip Erdoğan
Recep Tayyip Erdoğan	Express intent to meet or negotiate	Russia
Ministry (Russia)	Express intent to provide humanitarian aid	Yemen
Russia	Make pessimistic comment	Yemen
Ekaterina Zaharieva	Consult	Foreign Affairs (Montenegro)
Foreign Affairs (Montenegro)	Consult	Ekaterina Zaharieva
Municipal Court (Angola)	Arrest, detain, or charge with legal action	Citizen (Angola)
Angola	Host a visit	Bornito de Sousa
Joao Lourenco	Host a visit	Bornito de Sousa
Bornito de Sousa	Make a visit	Angola
Bornito de Sousa	Make a visit	Joao Lourenco
Ixia	Engage in material cooperation	Business (United States)
Business (United States)	Engage in material cooperation	Ixia
Hassan Rouhani	Make a visit	Turkey
Turkey	Host a visit	Hassan Rouhani
Iris Varela	Make statement	El Nacional
United Nations	Make optimistic comment	Benjamin Netanyahu
Company - Owner or Operator (China)	Engage in negotiation	Xi Jinping
Xi Jinping	Engage in negotiation	Company - Owner or Operator (China)
Media Personnel (United States)	Make statement	Eric A. Williams
Congress of South African Trade Unions	Make an appeal or request	Government (South Africa)
Company - Owner or Operator (India)	Demonstrate or rally	Government (India)
Company - Owner or Operator (India)	Defy norms, law	Member of the Judiciary (India)
Pakistan	Host a visit	Government Official (United States)
Government Official (United States)	Make a visit	Pakistan
Abiy Ahmed	Express intent to settle dispute	Dissident (Ethiopia)
Abiy Ahmed	Apologize	Citizen (Ethiopia)
Aleksandar Vulin	Express intent to meet or negotiate	India
Aleksandar Vulin	Express intent to meet or negotiate	Citizen (Iran)
Aleksandar Vulin	Express intent to meet or negotiate	Russia
Organization for Security and Cooperation in Europe	Praise or endorse	Russia
Cabinet / Council of Ministers / Advisors (Angola)	Make statement	Education (Angola)
Rodrigo Duterte	Express intent to meet or negotiate	Armed Rebel (Philippines)
Police (Israel)	Investigate	Children (Palestinian Territory, Occupied)
Central Bureau of Investigation	Use conventional military force	Citizen (India)
Belarus	Engage in negotiation	Serbia
Russia	Engage in negotiation	Serbia
Serbia	Engage in negotiation	Belarus
Serbia	Engage in negotiation	Russia
Houthis	fight with small arms and light weapons	Company - Owner or Operator (Eritrea)
Member of the Judiciary (Spain)	Consider policy option	Spain
United States	Provide humanitarian aid	Citizen (Yemen)
Police (Egypt)	Make statement	Alexandria
Media Personnel (Ireland)	Make statement	Police (Ireland)
Vilius Sapoka	Consult	Ministry (Lithuania)
Ministry (Lithuania)	Consult	Vilius Sapoka
Tajikistan	Provide aid	Uzbekistan
Wang Yi	Consult	Sergey Viktorovich Lavrov
Wang Yi	Consult	Vladimir Putin
Sergey Viktorovich Lavrov	Consult	Wang Yi
Vladimir Putin	Consult	Wang Yi
Military Personnel - Special (Afghanistan)	Arrest, detain, or charge with legal action	Police (Afghanistan)
News Editor (Syria)	Make statement	Turkmenistan
Citizen (India)	Use unconventional violence	Militant (Hezbul Mujahedeen)
Wei Fenghe	Praise or endorse	Ministry (Russia)
Military (United States)	Mobilize or increase armed forces	Russia
Military (Russia)	Mobilize or increase armed forces	Russia
Police (Thailand)	Make statement	Associated Press
Business (Greece)	Express intent to engage in material cooperation	Greece
Election Commission (Moldova)	Make statement	Party Member (Moldova)
Defense / Security Ministry (Latvia)	Make an appeal or request	Russia
Russia	Make statement	Russian Navy
Kolinda Grabar-Kitarović	Express intent to meet or negotiate	Bulgaria
Kolinda Grabar-Kitarović	Express intent to meet or negotiate	Assemblies (Bulgaria)
Kolinda Grabar-Kitarović	Express intent to meet or negotiate	Head of Government (Bulgaria)
China	Reject	Robert Mugabe
Russia	Criticize or denounce	Alexander Grushko
Engineer (Denmark)	Make statement	Media Personnel (Sweden)
Xi Jinping	Make statement	Botswana
Agence France-Presse	Make statement	Afghanistan
Police (Russia)	Impose administrative sanctions	Men (Russia)
Amnesty International	Make statement	Lawyer/Attorney (Spain)
Afghanistan	Employ aerial weapons	Citizen (Afghanistan)
Alexis Tsipras	Appeal for de-escalation of military engagement	Turkey
Alexis Tsipras	Make statement	Other Authorities / Officials (Turkey)
Foreign Affairs (United States)	Demand	Slovenia
Jew (United Kingdom)	Demonstrate or rally	Legislature (United Kingdom)
Rights Activist (Myanmar)	Threaten	Citizen (Myanmar)
North Korea	Express intent to meet or negotiate	International
Sergey Kuzhugetovich Shoygu	Praise or endorse	China
Sergey Kuzhugetovich Shoygu	Praise or endorse	Wei Fenghe
South Korea	Praise or endorse	United Nations
Korean Central News Agency	Reject	United Nations
Foreign Affairs (Vietnam)	Praise or endorse	Ministry (Vietnam)
Government (Yemen)	Conduct suicide, car, or other non-military bombing	Yemen
Ruling Party (India)	Criticize or denounce	Employee (India)
Ruling Party (India)	Use conventional military force	Employee (India)
Ruling Party (India)	Criticize or denounce	Party Member (India)
Citizen (Turkey)	Threaten	Syria
Yemeni Armed Forces	Use unconventional violence	Saudi Arabian Defence Forces
Head of Government (Russia)	Express intent to meet or negotiate	Citizen (Iran)
Head of Government (Iran)	Express intent to meet or negotiate	Turkey
Vladimir Putin	Make statement	Iran
Malaysia	Host a visit	Other Authorities / Officials (Thailand)
Other Authorities / Officials (Thailand)	Make a visit	Malaysia
Ministry (Albania)	Sign formal agreement	Ministry of Youth (Turkey)
Ministry of Youth (Turkey)	Sign formal agreement	Ministry (Albania)
Ramūnas Karbauskis	Make statement	Homeland Union – Lithuanian Christian Democrats
Chief Court Judge (Australia)	Criticize or denounce	Government (Australia)
Mark McGowan	Make statement	Kim Beazley
Malcolm Bligh Turnbull	Praise or endorse	Kim Beazley
Foreign Affairs (Cuba)	Make statement	Envoy (Cuba)
Government Affiliated Bank (Namibia)	Make statement	Government (Namibia)
Citizen (Namibia)	Conduct strike or boycott	Unspecified Actor
Salman bin Abdulaziz al-Saud	Praise or endorse	Citizen (Palestinian Territory, Occupied)
Ombudsman (Namibia)	Bring lawsuit against	Inspector General (Namibia)
Ombudsman (Namibia)	Bring lawsuit against	Ministry (Namibia)
Ombudsman (Namibia)	Bring lawsuit against	Domestic Affairs (Namibia)
Ombudsman (Namibia)	Bring lawsuit against	Public Courts (Namibia)
Ombudsman (Namibia)	Bring lawsuit against	Military Personnel (Namibia)
India	Engage in diplomatic cooperation	Namibia
Namibia	Engage in diplomatic cooperation	India
Azerbaijan	Express intent to meet or negotiate	Nonaligned Movement
Main Opposition (Bangladesh)	Accuse	Bangladesh
City Mayor (Afghanistan)	Consult	Citizen (Afghanistan)
Citizen (Afghanistan)	Consult	City Mayor (Afghanistan)
Military (Mali)	Arrest, detain, or charge with legal action	Citizen (Senegal)
Military (Senegal)	Use conventional military force	Armed Band (Senegal)
Armed Band (Senegal)	Use unconventional violence	Military (Senegal)
Foreign Affairs (Palestinian Territory, Occupied)	Rally support on behalf of	Protester (Palestinian Territory, Occupied)
Men (Hungary)	Use unconventional violence	Separatist (Ukraine)
Separatist (Ukraine)	Use conventional military force	Men (Hungary)
Court Judge (Hungary)	Arrest, detain, or charge with legal action	Citizen (Hungary)
Secret Agent (Afghanistan)	Arrest, detain, or charge with legal action	Insurgent (Afghanistan)
Afghanistan	Make statement	Student (Afghanistan)
China	Express intent to engage in diplomatic cooperation (such as policy support)	Switzerland
Ignazio Cassis	Consult	Yang Jiechi
Yang Jiechi	Consult	Ignazio Cassis
Head of Government (Germany)	Consult	Defense / Security Ministry (Germany)
Defense / Security Ministry (Germany)	Consult	Head of Government (Germany)
Head of Government (Germany)	Make optimistic comment	Germany
Bharatiya Janata	Engage in diplomatic cooperation	Political Parties (India)
Vladimir Putin	Meet at a 'third' location	Turkey
Turkey	Meet at a 'third' location	Vladimir Putin
Governor (Afghanistan)	Praise or endorse	Military Personnel - Special (Afghanistan)
State Duma (Russia)	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (Latvia)
Citizen (North Korea)	Express intent to meet or negotiate	Russia
Xi Jinping	Consult	Ri Yong-ho
Ri Yong-ho	Consult	Xi Jinping
Police (Armenia)	Investigate	Men (Armenia)
Islamic State of Iraq and the Levant	Make statement	Militant (Pakistan)
Sergey Kuzhugetovich Shoygu	Praise or endorse	Defense / Security Ministry (China)
Ella Pamfilova	Praise or endorse	Vladimir Putin
Police (Zambia)	Mobilize or increase police power	Zambia
Mob (Zambia)	Protest violently, riot	Police (Zambia)
Militia (Syria)	Sexually assault	Syrian Kurds
Foreign Affairs (China)	Make statement	Military (China)
India	Consult	N. Chandrababu Naidu
Farooq Abdullah	Consult	N. Chandrababu Naidu
N. Chandrababu Naidu	Consult	India
N. Chandrababu Naidu	Consult	Farooq Abdullah
N. Chandrababu Naidu	Consult	Sharad Pawar
N. Chandrababu Naidu	Consult	Congress (India)
Sharad Pawar	Consult	N. Chandrababu Naidu
Congress (India)	Consult	N. Chandrababu Naidu
Asylum Seeker (Africa)	Demonstrate or rally	Head of Government (Israel)
Citizen (Israel)	Demonstrate or rally	Head of Government (Israel)
Algeria	Host a visit	Head of Government (Spain)
Head of Government (Spain)	Make a visit	Algeria
Czech Republic	Reduce relations	Foreign Affairs (Russia)
Czech Republic	Express intent to meet or negotiate	Andrej Babis
Peter Pellegrini	Express intent to meet or negotiate	Czech Republic
Andrej Babis	Express intent to meet or negotiate	Peter Pellegrini
Peter Pellegrini	Express intent to meet or negotiate	Andrej Babis
Arab Israelis	Demonstrate or rally	Unspecified Actor
Hamas	Use conventional military force	Rami Hamdallah
Cyprus	Use unconventional violence	Citizen (Syria)
Said Abu Ali	Make an appeal or request	Unidentified State Actor
Benjamin Netanyahu	Make statement	Government (Israel)
Domestic Affairs (Israel)	Sign formal agreement	Benjamin Netanyahu
Domestic Affairs (Israel)	Sign formal agreement	High Commission (Israel)
Benjamin Netanyahu	Sign formal agreement	Domestic Affairs (Israel)
Benjamin Netanyahu	Sign formal agreement	High Commission (Israel)
High Commission (Israel)	Sign formal agreement	Domestic Affairs (Israel)
High Commission (Israel)	Sign formal agreement	Benjamin Netanyahu
United States	Threaten to reduce or break relations	Russia
Lawyer/Attorney (South Korea)	Criticize or denounce	Citizen (South Korea)
Samsung	Make statement	Lawyer/Attorney (South Korea)
Pravin Gordhan	Engage in symbolic act	Citizen (South Africa)
Greece	Make an appeal or request	Turkey
Citizen (United States)	Express intent to engage in diplomatic cooperation (such as policy support)	Julian Paul Assange
Environmentalist (United States)	Appeal to others to meet or negotiate	Justin Trudeau
Member of the Judiciary (Philippines)	Make an appeal or request	Government (Philippines)
Criminal (Philippines)	Make statement	Court Judge (Philippines)
United States	Make an appeal or request	Jinggoy Estrada
Police (Philippines)	Complain officially	Engineer (Philippines)
